commit_sha	subject	pr_number	overlap_count	overlap_files
0a736b17ece3c277a586fb53cf9161f371f693dc	fix(crash): stop compaction writing an index its own reader quarantines (#4470)	4470	0	
61f443d9bff05ef24cc7f2e6380da1d23e6a863b	fix(docs): restore accurate removed-surface wording in bot integration docs (#4482)	4482	1	docs/bot-integration.md
f55c4d09390e104bb23756bb9d59370040d86b2e	Merge pull request #4460 from Yeachan-Heo/fix/issue-4458-lean-settlement	4460	0	
7931cf6995a58cd02e5e43e65939af2656530715	fix(coordinator): isolate idempotency lock artifacts from record directory (#4484)	4484	1	packages/coding-agent/src/coordinator-mcp/server.ts
295d7801aa1b5c9c297f4ada48f370da8ea01735	fix(coordinator-mcp): narrow DR-1 post-close proof for incarnation-bound reap (#4483)	4483	3	packages/coding-agent/CHANGELOG.md;packages/coding-agent/src/coordinator-mcp/server.ts;packages/coding-agent/test/coordinator-mcp/stop-session.test.ts
32269d8eb42afdcea86e41a5ea3be1d1c90e2c23	fix(session): replace real-time settle sleeps with deterministic session settlement (#4476) (#4486)	4476	2	packages/coding-agent/CHANGELOG.md;packages/coding-agent/src/sdk/protocol/operation-inventory.generated.json
bfde8643479cd4f3987d996777fa1d77548434c7	Merge pull request #3731 from Yeachan-Heo/feat/codex-session-import-redo	3731	0	
be92463bab085e216ef3b4c0c74e09717bf9cf05	fix(subagent): observable await liveness + sleep smell warning (#4465)	4465	2	packages/coding-agent/CHANGELOG.md;packages/coding-agent/src/prompts/tools/bash.md
cf07293f7404b35c085dde35013aa5a12d595ad5	fix(notifications): #4403 acceptance successor — process-group reap, fail-closed CLI, watchdog reconciliation (#4480)	4403	4	packages/coding-agent/src/sdk/bus/telegram-daemon-cli.ts;packages/coding-agent/src/sdk/bus/telegram-daemon-contract.ts;packages/coding-agent/src/sdk/bus/telegram-daemon.ts;scripts/telegram-daemon-generation-manifest.json
f0a44081afe3dbebeba3afb9ab380517ebd6c8d7	fix(test): split sdk-adapter-dispositions to stay under CI file-timeout (#4475)	4475	3	packages/coding-agent/CHANGELOG.md;packages/coding-agent/test/manifests/sdk-adapter-parity-v1.json;packages/coding-agent/test/sdk-adapter-dispositions.test.ts
65c6165937cbeb913070352db56a4c229fdcbba1	fix(test): isolate config-root probe env from harness and shadowed PI_CONFIG_DIR (#4474) (#4488)	4474	0	
a6a3974dcbb9dd50c890e9e86d29310a0dd2b9ce	Merge pull request #4485 from Yeachan-Heo/feat/issue-4448-master-session-supervisor	4485	0	
437d11d4a916dd2b83512aae888db14fd65be778	Merge pull request #4492 from Yeachan-Heo/feat/issue-4291-extensions-ui-import	4492	0	
50a787116a498b93b6b2082b9fbb918a804b8e78	fix(test): update stale DAEMON_GENERATION assertion 165→166 (#4403 postmerge) (#4493)	4403	1	packages/coding-agent/test/notifications-topic-registry.test.ts
f1f9e4c7095c466fa276596320ae1c0c465399da	Merge pull request #4494 from Yeachan-Heo/fix/pr-3731-postmerge-ci	4494	0	
cf29e8dc82f8ec853541b5ce161c8b15fdd09513	Merge pull request #4491 from Yeachan-Heo/fix/issue-4489-escaped-nonascii-resample-successor	4491	0	
e566cd2a1ee80d01c0676d813b6310ef664d0a30	Merge pull request #4462 from sskys18/feat/grok-build-4-6	4462	0	
f7b77e5785cc6a7919141b0353ef9e54fa7cb911	fix(sdk): classify extensions dashboard inventory seam		1	packages/coding-agent/src/sdk/protocol/operation-inventory.generated.json
dfb1081c53726fd4945ed4199583a8f00a49ccd0	Merge pull request #4499 from thegreatesthoneybee/feat/iterm2-gajae-pet	4499	0	
e4f4281ac80dc2d7deb0ae31cbbe4e5570760308	fix(session): redesign default-model-selection admission to avoid post-prompt deadlock (#4496)	4496	0	
7a6b0d1315a6b88493aedb53607335aabdd7b1f3	Merge pull request #4495 from Yeachan-Heo/fix/issue-4478-crash-log-recovery	4495	0	
fb672eb1a8e45ff84dd15b76039f2de06053201b	docs(customization): unify trust and import authority (#4507) (#4513)	4507	0	
ce6ba23bdd90928946b70823c4f9ac9ad7b6d4cd	test(session): coordinate Cursor split publication (#4510)	4510	0	
d69ec3523bb98b91ec2676efb5ad35100a34f866	Merge pull request #4511 from Yeachan-Heo/fix/pr-4499-docs	4511	0	
3be6cd0e4e2d83f2a4bcc8993ae3d1ae481eb134	Merge pull request #4500 from Yeachan-Heo/fix/issue-4489-escaped-nonascii-resample-successor	4500	0	
cbb358d20a499ef18b0bdbb6150e4a69c4fd9050	Merge pull request #4503 from Yeachan-Heo/fix/issue-4498-tool-catalog-order	4503	0	
7095fc894797b2a3655db6bf4664f26b79948d59	Merge pull request #4423 from Yeachan-Heo/feat/multi-account-setup	4423	0	
96e8f23ea808844ea27a4dc59468bc9f111dc4fc	test(customization): add cross-convention consumption fixture (#4508)	4508	0	
2c12aebc1365ff7fcbb7c1da725bf372bf878675	Merge pull request #4517 from Yeachan-Heo/fix/issue-4516-hook-authority	4517	0	
71c6cdf5d7dd95d6b870ed41a3c15c737161abbf	docs(customization): align hook runtime authority		1	packages/coding-agent/CHANGELOG.md
7121d19c72bacb1bcf3837a837622825bd895430	fix(acp): preserve cleanup-pending delete authority (#4506)	4506	3	packages/coding-agent/CHANGELOG.md;packages/coding-agent/src/modes/acp/acp-agent.ts;packages/coding-agent/src/sdk/broker/lifecycle.ts
e0c8a35aabcdcd6fd811105fe643f895fc7e8c3b	fix(customization): wire explicit hook paths		0	
01b370fba17638abd7d8cac866ceabb1f1e7ebab	fix(ci): add trusted PR contract bootstrap		1	.github/workflows/dev-ci.yml
59ac14e7bd5af05d6ce38dfa80b0b2b2100051e3	Merge pull request #4520 from Yeachan-Heo/test/issue-4508-cross-convention-fixture	4520	0	
38f3b4077c870e41d061f8f2aa7f5c873a30e25f	fix(tui): bound overlay geometry to stop main-thread spin (#4481)	4481	0	
99efe0ad8466ae764ddde99fa886e82dc522f0ce	Merge branch 'main' into dev		0	
099ca7ec19654b2863f0a113ed569c8e7e96b9f5	chore: bump version to 0.13.2		4	bun.lock;package.json;packages/coding-agent/CHANGELOG.md;packages/natives/native/index.d.ts
